,Date,Score,Review
147,8 lutego 2026,1,"Ich habe mir am 12.12.2025 ein Samsung Galaxy Tab S10 FE für 350,- € gegönnt. Anfang Februar fing das Gerät an Probleme zu machen - der Bildschirm blieb öfters schwarz. Ich nahm Kontakt mit dem Servcice auf und man kam zu dem Resultat, dass das Gerät eingeschickt werden muss. OK - dann ist das so.Man sendete mir schnell ein Rücksendelabel von UPS! Davon gibt es ja auch so viele Annahmestellen in der Nähe. Nun gut, das war nicht das schlimmste. Aber was dann kam, ist schon eine Frechheit:Das Gerät wurde irgendwo nach Polen versendet und war 3 Tage nach Einlieferung dort. Das war am 12.02.2026!Heute dachte ich mir mal: Schau mal was Dein Gerät macht.Was soll ich sagen, der Servicemitarbeiter teilte mir mit, dass es 7-10 Tage dauert, NACHDEM der Servicemitarbeiter das Gerät bekommen hat.Ich vergaß: Heute, 4 Tage nachdem das Gerät dort angekommen ist, befindet es sich noch bei KEINEM Mitarbeiter!!!Samsung werde ich NIE wieder kaufen - soviel ist klar.Hätte man jetzt ein Ersatz irgendwo liegen, wäre es ja noch egal, aber ich habe leider nichts, und das seit über 1 Woche! Vielleicht noch interessant: Ich bin Bewohner einer Altenpflegeheims und da ist es ziemlich öde!"
148,13 lutego 2026,1,Je voudrais attirer l'attention sur le fait que SAMSUNG ne respecte pas ses offres de remboursement (offre de 200 € de remboursement sur le FLIP 7). En fait il faut massacrer la boite de votre téléphone et ainsi compromettre toute revente pour voir vos photos acceptées. En fait tous les prétextes sont bons! c'est une IA très bien programmée pour cela qui décide.
149,16 lutego 2026,1,"Samsung ist eine schei... Firma! Habe eine Waschmaschine gekauft, fachgerecht aufstellen lassen. Habe mich danach mit Unwucht und lautem Motor gemeldet und reklamiert. Nach nur 8 Monaten nach Erwerb. Nun kam ein Kundendienst, der hat im Anschluss ein ca. 5mm Defekt an der gummimanschette entdeckt, das wurde nicht gemeldet oder hat die Maschine zu meiner Reklamation beeinflusst. Der Gutachter hat sofort eine Unwucht und einen defekten Motor festgestellt.  Aber Samsung lehnt Jetzt jede Regulierung aufgrund der gummimanschette ab! Das geht jetzt zum Anwalt, mit Rechtsschutzversicherung schauen wir mal wie weit Samsung damit kommt. Auf keinen Fall kommt mir Samsung heute nochmal ins Haus! "
150,16 lutego 2026,1,"Such a pathetic experience. I have repair my mobile's hardware body more than 1 year ego from outside service centre. Now I'm facing an issue of green line coming in my mobile, which is software updating issue from Samsung, Now when I've gone to Samsung Service centre they are denying to repair the software issue or asking 8K +GST to solve this problem. Just because I've repair my mobile from outside service centre."
151,16 lutego 2026,1,"Very poor customer service.My frame tv broke down in 7 months, could not be repaired after two visits from technician.Requested a replacement but only offered a refurbished unit (why would I want that? I paid for a new tv!)And requested a refund instead, took forever to come pick it up as needed multiple ridculous pick up organisation.Very disappointed. Please dont buy from Samsung anymore. Ridciulous!!!  "
152,14 maja 2025,1,"My 34in ultrawide monitor failed after only 2 years. It started slowly, would power on ok but then randomly turn off by itself after an hour or so. Eventually it would turn off after 5min making it unusable. Samsung is not the company they once were. "
153,15 lutego 2026,1,...ho dato una stella perché non c'è lo zero. Ho acquistato una lavatrice da 11kg il 18 dicembre 2024 con garanzia fino a 5 anni.....ai primi di dicembre 2025 un rumore assordante specie durante la centrifuga chiamo il centro assistenza Samsung e sono contattata dal centro a cui fanno riferimento...vengono a prelevare la lavatrice un mese e mezzo dopo e ancora dopo 3 settimane aspetto che mi venga riconsegnata lasciando così una famiglia di 4 persone in difficoltà....ho avuto una hover per 23 anni senza mai un problema....lascio a voi la decisione 
154,14 lutego 2026,1,"Comprato frigo Samsung no frost da 999 euro alla Mediaworld, dopo 2 anni e 4 giorni inizia a perdere acqua e si allaga pavimento, si firma del ghiaccio nella base sotto del congelatore. L'obsolescenza programmata è vergognoso. ."
155,7 lutego 2026,1,It's cool at first when you get a nice new Samsung product but if you try to return one like me who bought the Samsung ring which I matched for the ring size with a ring fitting measurement tool only to find out after I got the product that they are one size tighter than the standard ring size so I said okay I can return it but they want to charge me full price for the ring when I got a discount for buying a new fold 7 and a charger which is ridiculous instead of a simple exchange you have to go through a long process of bull crap and they want me to pay full price for the ring now no more discount so I'm going to just go return all the products I just purchased
156,10 lutego 2026,1,"**UPDATED Feb 13: Samsung's ""FINAL POSITION"" – Bait/Switch on Watch5 Defect Denial (Case 3102126437)**Wife's Galaxy Watch5 (anniversary gift) CRACKED spontaneously—no drops, normal wear. Sapphire glass marketing fails despite claims.**BAIT-AND-SWITCH by Extra Care (Bernice Huskey):**- Feb 12: ""No-charge resolution if manufacturer-related.""- Feb 13 9:31 AM: REFUSES no-fee assurances ($25–$155 diagnostic EVEN IF DECLINED at Maywood).- Feb 13 3:05 PM ""FINAL"": ""Impact damage... no accommodation... last communication.""Shifts 100% risk to me. 42+ identical complaints (hairline cracks/shattering, no impact)**HER LATEST ""FINAL"" EMAIL (3:05 PM TODAY):**""We understand... due to the impact damage to your watch, no accommodation is available and this is our final position.""Photos/exhibits available. Sitejabber live; BBB/media/group (15k members) next. Warranty broken—avoid Samsung wearables.Husband of the affected customerLittle Ferry, NJ"
157,13 lutego 2026,1,"Llevé mi teléfono a reparar. Me hicieron pagar aunque está en garantía, además, Samsung no quiere devolverlo. Dicen que tengo que ir a recogerlo a Madrid, y estoy en Alicante."
158,13 lutego 2026,1,Prøver å få support ift smarttlf. Blir bare dynget ned med tøys uten å komme til noe hjelp.
159,9 lutego 2026,1,"Wir haben einen Samsung Geschirrspüler gekauft. Nach einem Jahr verliert er Wasser und blieb mitten im Program stehen. Der Kundenservice hat lange gebraucht bis sie kamen. Beim Überprüfen haben sie ein Spülsalzkorn entdeckt, welches in der Zwischenzeit ldie Oberfläche leicht beschädigt hatte. Es war nicht der Grund für die Undichtheit, aber es ist der Grund warum sie nicht weiter auf Undichtheit prüfen und die Garantie nicht übernehmen wollen. Vorsicht vor dieser Marke!!"
160,13 lutego 2026,5,"Ich habe die Samsung-Hotline kontaktiert, um den Status meiner Lieferung zu erfragen und überprüfen zu lassen. Dabei konnte ich sehr schnell feststellen, wie professionell und engagiert die Mitarbeiterin gearbeitet hat.Frau Hanna reagierte umgehend auf mein Anliegen, erklärte mir alles verständlich und ausführlich und nahm sich viel Zeit für meine Fragen. Sie war außerordentlich freundlich, höflich und hilfsbereit. Eine so positive und angenehme Serviceerfahrung erlebt man nicht oft.Besonders beeindruckt hat mich ihre herzliche Art – man fühlte sich sofort ernst genommen und bestens betreut. Solche Mitarbeiterinnen sind ein großer Gewinn für jedes Unternehmen. Samsung kann stolz sein, Frau Hanna im Team zu haben.Vielen herzlichen Dank, liebe Frau Hanna!Ich wünsche Ihnen weiterhin viel Erfolg, alles Gute und vor allem beste Gesundheit.⭐️⭐️⭐️⭐️⭐️🥇🥇🥇🥇🥇🏆🏆🏆🏆🏆"
161,6 lutego 2026,1,
162,2 lutego 2026,1,"Sent my Samsung S25 Ultra to have the screen repaired and they shipped it back with the screen coming from the frame held together by adhesive glue equivently to sticky paper, and I noticed the front camera was not working as well when I called to let them no they said it was not under warranty.  The adhesive came loose, from the back and noticed the camera module was missing. SMH...what has happened to Samsung?"
163,28 stycznia 2026,1,This is Cindia khemer i bought a fridge 6 months ago from samsung it cost more than 2000 dollars then it stopped working and I’ve been between calling Samsung customer service who doesn’t even help and the technician that can’t solve the problem it’s been 7 weeks now and nothing solved. We are family of 6 i can’t stay all this without a fridge i feel im scammed i bought a new fridge that stopped working after 6 months and the technician can’t solve the problem for 7 weeks and Samsung doesn’t want to refund my money. I can’t reach anyone to solve the problem it’s terrible customer service and they ripped my money i thought Samsung is a trusted brand . Hope that someone can reach me to solve this issue before i start to leave bad reviews and contact customer protection i feel IM scammed from Samsung it’s an urgent matter i have kids and i cant stay sll this without s fridge
164,11 lutego 2026,2,
165,12 lutego 2026,1,Samsung Smartphones fine whilst they work but no technical support live chat is simply useless. Shame technical support used to be so good. Used to buy Samsung products but will not be in future.
166,12 lutego 2026,1,"Na meermaals de klantenservice te hebben gesproken kan ik nu niet meer binnen geraken. Ook niet whatsapp.Zeer triestig voor zo’n bedrijf.Ik kocht een koelkast met vriezer van het merk Samsung, eentje uit de duurdere klasse.Na enkele jaren begon er water te lekken … uiteindelijk liet de technieker me weten dat er een fabricagefout was. Een vijs dat achterin het paneel langs binnen zit, is niet vochtbestendig  en resultaat: over roest wat de afvoer verstopte en de achterzijde grotendeels aan tastte.Reactie van hen: hier kunnen we niet aan doen want je kocht het via media-markt … en uiteraard stuurt media markt me opnieuw naar hen!Koop deze toestellen dus niet want zonder dat je het aanvankelijk ziet gebruiken ze ongeschikte onderdelen, en dan na een kleine 10 jaar zit je met de problemen … schandalig! Slechte klantenservice zegt al genoeg, ik zal nooit nog wat kopen van hun producten."
167,9 lutego 2026,1,"I ordered Samsung Series 5 AI Energy WiFi Connected washing machine WW90CGCDAE 9kg from ao.com.  Definitely a Friday afternoon model.  Positives:  very quiet.  Negatives:  (make yourself a cuppa while you read the list) programme light and cycle progress light constantly blinking - google warns this isn't good as it means there's something wrong; water didn't heat up on Eco 40-60 cycle so towels washed in cold water; spin supposedly 1400 rpm but everything too wet; no Spin/Drain only cycle so have to plough through Rinse/Spin 20 minute cycle; trace of liquid detergent left in drawer; water heated up very briefly on Colour Cycle, machine took detergent and fabric softener right at beginning of wash and then seemed to be draining round and round for duration of the wash; door wouldn't open at end of wash - manual said water still left in drum so again had to do a Rinse/Spin cycle.  The ao.com website tells you to contact manufacturer for any problems so much again my better judgement I did this.  ""Technical Advisor"" was based in Asia, reading from a script and nothing more than a call handler.  Reluctantly accepted repair from Samsung after being called by an engineer who was exceedingly patronising and then by another call handler (UK based) to arrange appointment to inspect/repair.  Decided that I didn't want a 36 hour machine to be inspected when it was plainly faulty and I must say ao.com were very reasonable and I have now replaced with another make.  Wish I'd done my research more thoroughly as many reviewers mention the same issues."
168,12 lutego 2026,1,"Haben dies an Samsung geschrieben:Vielen Dank für die vielen unnützen Gespräche. Man fühlt sich als Kunde auf den Arm genommen. Zusagen Ihrerseits, werden nicht eingehalten. Die Zusage einer Kulanzreparatur ist auf dem Telefonmitschnitt von Montag morgen überprüfbar. Für die schlechte Schulung ihrer Mitarbeiter, können wir nichts.Wir mussten den Fehler mindestens 4x erklären, teilweise 2x bei einem Anruf.Für uns ist der Hersteller Samsung erledigt, da es jetzt schon die 2. Maschine in kurzer Zeit ist. Komischer Weise ist der Fehler immer kurz nach Ablauf der Garantie aufgetreten."
169,10 lutego 2026,1,"Shockingly poor customer service and complaint handling from Samsung UK.What should have been a simple in-warranty repair turned into days of delays, repeated mistakes, and constant chasing on my side.I provided all requested documentation multiple times (invoice, proof of purchase, photos, and videos). Despite this, Samsung repeatedly claimed files could not be accessed, asked me to resend the same information over and over, and even incorrectly marked the repair as chargeable while still under warranty.At one point, I was even told to use a non-Samsung device to record a compatible video — effectively being advised to use an Apple phone to prove a fault on a Samsung product. That alone says everything about how poorly this process is managed.I then had to personally contact the repair company to correct Samsung’s own internal errors. I was later asked again for purchase details I had already supplied, clearly showing that documents were not logged or reviewed properly.When I raised a formal complaint about this mishandling, it was simply ignored. Instead of addressing the issues, I received copy-paste scripted replies and requests to wait for more phone calls. No one actually read or responded to what I wrote.I effectively spent an entire weekend doing Samsung’s job for them.This wasn’t just slow service — it was repeated administrative incompetence, poor internal communication, and a complete failure to handle even a basic warranty claim properly. For a company of Samsung’s size, this level of disorganisation is frankly embarrassing.Case reference: 2133204222-AV"
170,10 lutego 2026,1,"I ordered a Samsung Galaxy S25 directly from the official Samsung website in early January 2026. After weeks of waiting with zero updates, I discovered the order was fulfilled through a third-party company called mobileshop.com, and delivery was handed to DPD.DPD attempted delivery 3 times and failed every single time – the driver never even rang the bell or left any note. No missed delivery card, no text, no email, nothing. The phone simply never arrived.When I contacted Samsung customer service to explain the situation, it was a complete nightmare. I spent almost 3 days trying to get through. I spoke to 3 different agents, each time politely explaining the non-delivery and asking to speak to a supervisor or manager. Every single time, they either put me on hold forever or simply hung up on me. When I called back, the line either rang endlessly or went straight to a robot.This feels like a deliberate scam. Samsung takes your money through their official website, outsources everything to a third party with zero accountability, and then their own call centre refuses to help or even let you speak to someone in charge.I have never experienced such shocking, disrespectful customer service from a major brand. Avoid buying directly from Samsung UK – you’re better off going to a physical store or a proper retailer where you can actually hold someone accountable.1 star – avoid at all costs."
171,10 lutego 2026,1,"Haben Online über den Samsung Onlineshop einen 75 Zoll Fernseher gekauft, der leider defekt geliefert wurde (Displaybruch). Die Reklamation wurde von uns direkt wenige Stunden nach Lieferung gemeldet. Die Abholung dauerte jedoch fast 2,5 Monate. Zwischendurch wurde sich überhaupt nicht mehr gemeldet und wir einfach ignoriert. Auf diverse E-Mails von uns wurde nicht mehr reagiert. Erst als wir einen Anwalt eingeschaltet haben, kam wieder etwas. Die Abholung wurde 3 mal falsch eingeplant und entsprechend wurde sie 3 Mal auch nicht durchgeführt, obwohl ich alles, was notwendig war, vorher mehrfach angegeben habe, was auch immer bestätigt wurde (ein fehlender, neuer Umkarton für die Reklamation wurde benötigt, da der von der Lieferung nicht mehr vorhanden war). Bei den Abholungen war dann nie ein Karton dabei und Hermes hat sich jedes Mal geweigert, den Fernseher ohne Karton mitzunehmen, was ich auch nachvollziehen kann (Schäden usw.) Unser Anwalt hat dann letztendlich ein Schreiben aufgesetzt. Plötzlich konnte der Fernseher abgeholt werden, auch ohne Karton! Im Nachhinein wird nun einfach dreist gelogen und behauptet, ich hätte Hermes verboten, den Fernseher ohne Karton mitzunehmen. Zu keinem Zeitpunkt habe ich Hermes verboten, den Fernseher ohne Karton mitzunehmen. Die Hermesfahrer waren diejenigen, die gesagt haben, dass sie ihn nicht mitnehmen, wenn keine Umverpackung vorhanden ist, nicht ich!!! Es wird nun behauptet, dass die mehreren gescheiterten Abholversuche durch Hermes, hätten verhindert werden können, wenn doch einfach schon beim ersten Abholversuch der Fernseher ohne Karton mitgenommen worden wäre. Wie dreist kann man sein? Die Abholungen sind nicht durch mich gescheitert sondern durch die Hermesfahrer. Das jetzt auf mich umzulegen, ist eine absolute Frechheit und zeigt, dass Samsung keine Lust auf Kunden hat  die auf ihr Recht zur Nachbesserung bestehen. Zusätzlich war Samsung zwischenzeitlich extrem im Verzug da nicht mehr auf E-Mails reagiert wurde. Auch hier wird dreist gelogen und einfach behauptet, sie wären nicht im Verzug gewesen. Niemals wieder wird irgendwer aus unserer Familie oder sonstigen Menschen die wir kennen, irgendetwas von Samsung kaufen. Das ist Abzocke und man wird als Lügner hingestellt obwohl das Unternehmen unfähig ist. Das Thema ist aktuell weiterhin beim Anwalt und wird wohl vor Gericht gehen. Auch der Verbraucherschutz wurde von mir informiert und zeigte sogar, reges Interesse an der Nachverfolgung.Ich lasse mich nicht als Schuldigen hinstellen, weil ein Unternehmen wie Samsung nicht in der Lage ist, einen Fernseher abholen zu lassen, egal ob sie es selber tun oder durch Hermes. Lügen und falsche Behauptungen aufzustellen, ist nicht sonderlich seriös, nur damit man die Anwaltskosten nicht übernehmen muss. Ich habe mich in jeder Hinsicht an jede Frist gehalten, so wie alles schriftlich per E-Mail und Telefon an Samsung gemeldet. Ich habe Samsung 5x die Möglichkeit zur Abholung gegeben, kein einziges Mal hat es geklappt das liegt und lag nicht an mir! Wenn ein Hermes Fahrer sich selbstständig entscheidet, den Fernseher ohne Karton nicht mitzunehmen, dann hat nicht der Kunde schuld. Und wenn der Fernseher beim letzten Versuch dann doch ohne Karton mitgenommen wird, dann ist das auch die Entscheidung von Hermes gewesen und nicht die des Kunden. Einwände zur eventuellen Beschädigung darf ich als Kunde dennoch kundtun. Ebenso den Hinweis, dass ich nicht dafür haften werde, wenn wirklich weitere Beschädigungen auftreten. "
172,15 stycznia 2026,1,My Samsung S95D 55in was not working it was only not even a year old.  Samsung sent Cone Appliance out and the technician dropped my TV on my wood floor.  My tv was like brand new until Samsung sent this company out.   Samsung is doing nothing about the situation so I will never buy a Samsung again.  I had a five year warranty on this TV and spent 2500.00 for it..
173,10 lutego 2026,1,"I purchased the flagship Samsung Bespoke AI Fridge (10,000+ AED), and it has been a nightmare. The unit arrived with a missing water dispenser sensor—a technical part you cannot possibly identify until the waterline is professionally connected.Despite being under warranty, Samsung is refusing to provide the part, hiding behind a ""7-day reporting"" rule. How is a customer supposed to notice a missing internal sensor within 7 days when plumbing and installation take time? It is deeply concerning that Samsung's Quality Control is failing to include essential parts in their high-end appliances, and even more worrying that their after-sales team refuses to rectify a clear manufacturing oversight. If a sensor is missing, what other internal technical components are also absent?For a brand that markets ""AI"" and ""Bespoke"" luxury, this level of service is unacceptable. Requesting immediate escalation and part replacement."
174,10 lutego 2026,1,"Compre un mobil por su web, se me aseguraban unos auriculares valorados en 250 euros de regalo con la compra. Una vez realizada la compra ni rastro de los auriculares, llevo dos semanas batallando por llamada y correo con ellos y se desentienden. Tengo capturas y vídeos de la promoción, les da igual.No recomiendo esta marca, siempre había confiado en ellos, cuando todo va bien es una maravilla, al mínimo problema te hablan muy bonito y te dicen que pasan el tema a departamentos internos, pero no hacen absolutamente nada."
175,9 lutego 2026,1,"VAT cashback promo was hard to claimI bought a Samsung The Frame 65"" from John Lewis on 28 Nov 2025 because it was advertised with a VAT cashback / VAT back promotion.The problem was the claiming process. The claim link was visible initially via the retailer, but later it disappeared, and I spent a long time searching online just to find the correct offer document and the claim link again. When I did reach the portal, it repeatedly errored / wouldn’t load properly, so I couldn’t complete the submission at the time.By the time I finally located the right promotion page again, I was outside the claim window. I understand there are deadlines, but the combination of (1) the retailer claim link disappearing and (2) a buggy portal made it unnecessarily difficult to redeem the offer that influenced my purchase decision.I’m now contacting Samsung Promotions to ask if they can accept a late/manual claim given the technical issues. At the very least, Samsung/retailers should keep claim links stable and make the promotion pages easier to find, and the portal needs to be more reliable."
176,9 lutego 2026,1,"Order phone jan 24th, to be delivered on the 27th. Its feb 9, phone still not in my possession and no refund yet. All the while they telling be lies and empty promises."
177,5 grudnia 2025,1,"DO NOT BUY A SAMSUNG FOLD. Will tell you why.In July 2025 I tradein my Fold5 for a Fold7. The trade in was denied due to the ""Fold"" in the phone. I had it reassessed by Samsung.. It then had scratches which were not there on the first assessment and the phone had not been touched by me. They then offered to assess again before I had been given it back. I have not seen the phone since. In 2025, they claimed it had been sent back and they would talk to Auspost. I have never heard back from Samsung. Samsung had a representative who said she would keep me up to date. That never happened."
178,9 lutego 2026,1,"I am extremely disappointed with Samsung’s aftercare and warranty process.I purchased a Samsung Bespoke Jet AI vacuum cleaner when it was first released, at a significant cost. From day one, I have maintained the machine meticulously, cleaning it almost weekly and following Samsung’s care guidelines religiously.Recently, the vacuum developed a loud, abnormal noise accompanied by a burning smell. As it was still under warranty, Samsung collected it for inspection. After their engineer examined it, I was informed via email that the motor had allegedly allowed debris inside due to “poor maintenance” and that I would need to pay £197 for repairs.This accusation is simply untrue. I have always maintained this vacuum properly, yet Samsung stated there was “no way of proving” that I cleaned it according to their guidelines — therefore implying I am lying. This is incredibly frustrating and insulting. Am I expected to video record myself cleaning the machine every week just to be believed?To make matters worse, I was also told there is a crack on the vacuum handle, which I categorically did not cause. The vacuum was handed over intact, and the delivery driver took photographs at collection, which should clearly show that any damage occurred either during transit or at the repair centre.The customer aftercare has been absolutely appalling. I feel blamed, dismissed, and accused of dishonesty despite taking excellent care of an expensive product and sending it in undamaged.If you value proper warranty support and respectful customer service, I would strongly advise thinking twice. Based on my experience, Samsung’s aftercare is shockingly poor."
179,28 listopada 2025,1,"Achat d’un téléviseur the Frame 55 en novembre 2025.Installation réalisée par le service Samsung, malheureusement il s’est avéré que le cadre a été endommagé.Signalement à Samsung qui accepte de récupérer le cadre defectueux et d’en envoyer un de remplacement.Preuve de reprise envoyée par le transporteur.A ce jour, et  3 mois après et de nombreux appels, mails, chats… Samsung ne sait pas toujours où se trouve mon article (alors que son transporteur a bien fourni un justificatif de reprise à mon domicile) et du coup ne m’envoi pas de remplacement.Le service client est incompétent, on vous balade de service en services, aucune solution, aucun rappels…Les cadres the Frame sint de piètre qualité et le suivi client un cauchemar.A FUIR"
180,9 lutego 2026,1,"Vrijdag 6 februari heeft mijn vriend  n samsung ultra s25 telefoon gekocht bij de kpn winkel.Daar was n actie bij van samsung,je kreeg daar n gratis samsung tablet a11 cadeau bij n abonnement bij kpn toestel. Daar moesten we thuis  n emei nummer en foto,plus aankoop bewijs bij toevoegen via internet en dat naar samsung emailen.dit hebben wij herhaaldelijk gedaan en kregen iedere keer dat de foto's niet goed waren en dat de aanvraag niet goed is gekeurd en de reden hiervoor staat in de mail,de deelname is niet geschikt. Met registratie nummer NLD19365818VKRG(Dit was de aanvraag voor het tablet) en de aanvraag van de actie was geldig! Dit is zwaar teleurstellend van samsung,jullie maken mensen blij met niks!!! En vette dure telefoons verkopen met neppe acties!! Schaam jullie samsung!!! Ik zal dit iedereen vertellen dat jullie mensen blij maken met niks en jullie waardeloos zijn! Wat n klandizie,schaam jullie"
181,29 grudnia 2025,1,"Fraude bij Samsung BelgiëDoor eigen ervaring moet ik dringend ervoor waarschuwen iets bij de webshop van Samsung België te bestellen. Ik heb een nieuw GSM betaald en een pakje met een lege doos ontvangen. Het moet voor Samsung heel makkelijk te traceren zijn, wie een leeg doosje in het pakje met mijn adres sticker geplaatst heeft ipv. van de betaalde toestel. Maar Samsung trekt zich niets ervan aan, evenwel dat ook de politie ervan op de hoogde is. "
182,9 lutego 2026,1,Ik wacht al weken op mijn tv die bezorgd zou worden. Telkens order kwijt of niet aan hun geleverd. Samsung heeft een slechte keuze in leveringsbedrijf. 
183,9 lutego 2026,1,Not helpful at all. My package was exposed to security theft. Samsung is horrible at solving problems.
184,9 lutego 2026,1,"Do not buy Samsung Ecobubble washing machines, please google Ecobubble seal tear to see how prolific the problem is and to see how they avoid having to repair these by excluding them from their warranty. Had washing machine installed for less than six months. Reported the problem to Samsung who said they’d call me back the next working day but didn’t call me - I called them back two weeks later. Refused to replace the seal. I am done with Samsung products now. company is disgusting."
185,5 lutego 2026,1,i could not think of a worse customer service experience than having to deal with Samsung.com for return of defective TV they shipped
